duration_s,power_wheels_W,power_hebis_W,pos_change_xyz_m
3.247509479522705,7.995105345710777,1.9247610911975026,"(0.02751555298950581, 0.015865852876638664, 0.0009112677602525765)"
2.0157015323638916,9.075408896812158,1.14433682591641,"(0.0003270247602850107, 0.00018924848811541217, -4.1738264723478746e-05)"
1.0397884845733643,6.666911277224054,13.742513401265501,"(0.010916464055602648, 0.008573019878646337, 0.001775636811566783)"
3.536059617996216,4.961684662520113,6.350307082244639,"(0.04833562603895014, 0.04381214033394887, -0.014838022776065718)"
0.8954119682312012,9.157007133646287,2.8299595240405067,"(0.007962161036657311, 0.002667452209865029, -0.00020358693208877288)"
0.8797366619110107,-1.370095317386351,1.4772088138340986,"(-0.0005767081904143254, -4.8566706817396166e-05, -3.44343372669087e-05)"
1.1364426612854004,4.550830037126152,16.028198003464162,"(0.023552625140185614, 0.015495465100246141, -0.00015806332898915532)"
3.5677573680877686,6.413751323021809,9.176564173840166,"(0.10471390947729992, 0.056383606409978415, -0.01123560971316001)"
3.280313491821289,10.685441808335813,2.802793555649871,"(0.028940791576985925, 0.030648074652667723, 0.0001599463098898024)"
1.120161533355713,1.5337863847334714,2.2421930224728723,"(-0.0006555128086063178, -0.0018514171837386018, -0.00036511884521922555)"
3.2478742599487305,7.917979792010752,1.8534461207838953,"(0.014840485137169512, 0.028815187135947773, -0.0007864366630673247)"
2.015472173690796,7.463438162006567,1.474728458119189,"(4.602071322490353e-05, 0.00015403648482825716, -1.8271102854239274e-05)"
1.0394396781921387,4.753288452838665,10.448805390585408,"(0.00739897971729353, 0.015534711086854558, -0.0018280173519731324)"
3.536151647567749,5.663810047805258,5.514524522841983,"(0.018819450394642168, 0.055444578820570134, -0.008372271186547875)"
0.895698070526123,11.3532504548123,2.0291949270357628,"(0.005301011683649048, 0.006405147149587509, 0.0007561719489875274)"
0.8792300224304199,2.3699371474954423,2.6206441765927977,"(-0.0007367579442077998, -0.0007587385576462435, -9.818815857409735e-05)"
1.1519277095794678,5.622035943165267,18.029474487208976,"(0.014938642831853644, 0.029306916976455266, 0.0008561238812977434)"
3.567901849746704,8.762751335806371,8.366135273900206,"(0.023270906688667714, 0.0951518348329835, 0.008284036740629996)"
3.2624292373657227,8.23781452060701,2.6841783212273063,"(0.00016043937012577558, 0.0403115407546093, 0.0013220458087865872)"
1.1197686195373535,4.811685636520498,3.419887472936141,"(0.0017146647499821643, -0.0021315536190378293, -0.00047163529796528936)"
3.2474021911621094,6.677161859294148,1.8765181264425916,"(0.031265114690535833, 0.013761139851898363, -0.0013889863490017529)"
2.016152858734131,5.625961184464163,1.52196991451351,"(0.0002488074694737552, 0.0001559597548502767, -4.569650899072242e-05)"
1.022280216217041,6.7859287407211335,11.870731631678302,"(0.009470511325595066, 0.009937736679146658, 0.0017126823269457692)"
3.535571336746216,4.773131068184314,5.832516600657526,"(0.04854789876887988, 0.038198714600226474, -0.010573933718968087)"
0.8961656093597412,7.154584775220144,2.9020999471763633,"(0.007372235907442404, 0.002295014498629896, -3.699451330013703e-05)"
0.8796408176422119,0.7435613239810691,3.0981555122313176,"(-0.00032817265008971974, 0.00023668401337956224, -7.38308694458456e-05)"
1.1357951164245605,4.791292318123816,18.08241485812106,"(0.02945039374779279, 0.01665178668248657, 0.000713067513898491)"
3.5683345794677734,6.43379090769937,9.180233277899314,"(0.10644884001265142, 0.0531685991663951, -0.005309630553109124)"
3.280158042907715,10.77360512147652,2.728437305136585,"(0.026858330648494633, 0.028516494624391986, 0.0015979105083346878)"
1.119969129562378,0.47121890088272617,1.7076735477883498,"(-0.0013507846083529174, -0.003274916732620925, -0.0003701672825189295)"
